MMS,Kabupaten Mamasa,ID-SR,Sulawesi Barat
PLW,Kabupaten Polewali Mandar,ID-SR,Sulawesi Barat
MJN,Kabupaten Majene,ID-SR,Sulawesi Barat
MSH,Kabupaten Maluku Tengah,ID-MA,Maluku
TUL,Kabupaten Maluku Tenggara,ID-MA,Maluku
SML,Kabupaten Maluku Tenggara Barat,ID-MA,Maluku
NLA,Kabupaten Buru,ID-MA,Maluku
DTH,Kabupaten Seram Bagian Timur,ID-MA,Maluku
DRH,Kabupaten Seram Bagian Barat,ID-MA,Maluku
DOB,Kabupaten Kepulauan Aru,ID-MA,Maluku
TKR,Kabupaten Maluku Barat Daya,ID-MA,Maluku
NMR,Kabupaten Buru Selatan,ID-MA,Maluku
AMB,Kota Ambon,ID-MA,Maluku
TUL,Kota Tual,ID-MA,Maluku
JLL,Kabupaten Halmahera Barat,ID-MU,Maluku Utara
WED,Kabupaten Halmahera Tengah,ID-MU,Maluku Utara
TOB,Kabupaten Halmahera Utara,ID-MU,Maluku Utara
LBA,Kabupaten Halmahera Selatan,ID-MU,Maluku Utara
SNN,Kabupaten Kepulauan Sula,ID-MU,Maluku Utara
MAB,Kabupaten Halmahera Timur,ID-MU,Maluku Utara
MTS,Kabupaten Pulau Morotai,ID-MU,Maluku Utara
TTE,Kota Ternate,ID-MU,Maluku Utara
TDR,Kota Tidore Kepulauan,ID-MU,Maluku Utara
MRK,Kabupaten Merauke,ID-PA,Papua
WAM,Kabupaten  Jayawijaya,ID-PA,Papua
JAP,Kabupaten Jayapura,ID-PA,Papua
NAB,Kabupaten Nabire,ID-PA,Papua
SRU,Kabupaten Kepulauan Yapen,ID-PA,Papua
BIK,Kabupaten Biak Numfor,ID-PA,Papua
MUL,Kabupaten Puncak Jaya,ID-PA,Papua
ERT,Kabupaten Paniai,ID-PA,Papua
TIM,Kabupaten Mimika,ID-PA,Papua
SMI,Kabupaten Sarmi,ID-PA,Papua
WRS,Kabupaten Keerom,ID-PA,Papua
OSB,Kabupaten Pegunungan Bintang,ID-PA,Papua
SMH,Kabupaten Yahukimo,ID-PA,Papua
KBG,Kabupaten Tolikara,ID-PA,Papua
BTW,Kabupaten Waropen,ID-PA,Papua
TMR,Kabupaten Boven Digoel,ID-PA,Papua
KEP,Kabupaten Mappi,ID-PA,Papua
AGT,Kabupaten Asmat,ID-PA,Papua
SRW,Kabupaten Supiori,ID-PA,Papua
BRM,Kabupaten Mamberamo Raya,ID-PA,Papua
KBK,Kabupaten Mamberamo Tengah,ID-PA,Papua
ELL,Kabupaten Yalimo,ID-PA,Papua
TOM,Kabupaten Lanny Jaya,ID-PA,Papua
KYM,Kabupaten Nduga,ID-PA,Papua
ILG,Kabupaten Puncak,ID-PA,Papua
KGM,Kabupaten Dogiyai,ID-PA,Papua
SGP,Kabupaten Intan Jaya,ID-PA,Papua
TIG,Kabupaten Deiyai,ID-PA,Papua
JAP,Kota Jayapura,ID-PA,Papua
AMS,Kabupaten Sorong,ID-PB,Papua Barat
MNK,Kabupaten Manokwari,ID-PB,Papua Barat
FFK,Kabupaten Fak Fak,ID-PB,Papua Barat
TMB,Kabupaten Sorong Selatan,ID-PB,Papua Barat
WAS,Kabupaten Raja Ampat,ID-PB,Papua Barat
BTI,Kabupaten Teluk Bintuni,ID-PB,Papua Barat
RAS,Kabupaten Teluk Wondama,ID-PB,Papua Barat
KMN,Kabupaten Kaimana,ID-PB,Papua Barat
FEF,Kabupaten Tambrauw,ID-PB,Papua Barat
AFT,Kabupaten Maybrat,ID-PB,Papua Barat
SON,Kota Sorong,ID-PB,Papua Barat
